total number of days 731,,
Day,Year,Inflow
1 , 2019 , 5861.431914831804
2 , 2019 , 6133.979192511099
3 , 2019 , 7298.226586019071
4 , 2019 , 7120.33949292538
5 , 2019 , 6597.739800569951
6 , 2019 , 7016.533610846119
7 , 2019 , 8161.043354391447
8 , 2019 , 7515.770814316151
9 , 2019 , 6797.435557949926
10 , 2019 , 6372.037301512431
11 , 2019 , 5687.09562155699
12 , 2019 , 4925.888845905591
13 , 2019 , 5504.851670715228
14 , 2019 , 5392.149627814206
15 , 2019 , 5649.872040115793
16 , 2019 , 6231.672209671364
17 , 2019 , 6481.221378861499
18 , 2019 , 8382.7124004072
19 , 2019 , 6223.3125933727315
20 , 2019 , 6080.174757777408
21 , 2019 , 6514.772190117606
22 , 2019 , 7290.060182179549
23 , 2019 , 3446.902060599333
24 , 2019 , 5339.394321181076
25 , 2019 , 5111.628878032182
26 , 2019 , 6328.943526575262
27 , 2019 , 6357.431960877347
28 , 2019 , 6392.241140972485
29 , 2019 , 7273.152184555578
30 , 2019 , 6522.789502067216
31 , 2019 , 6919.896865645102
32 , 2019 , 6571.107373247732
33 , 2019 , 7293.804453008285
34 , 2019 , 6616.834575963572
35 , 2019 , 6068.593016955183
36 , 2019 , 6077.31507904594
37 , 2019 , 6488.691200772666
38 , 2019 , 5863.549531451776
39 , 2019 , 6207.213483639758
40 , 2019 , 7081.775071784192
41 , 2019 , 6641.693603523564
42 , 2019 , 5732.14790314151
43 , 2019 , 5511.574940758236
44 , 2019 , 6083.719338522311
45 , 2019 , 5692.843455486008
46 , 2019 , 6953.053895282624
47 , 2019 , 7301.390471620291
48 , 2019 , 5917.696208513735
49 , 2019 , 5765.771982370829
50 , 2019 , 5203.404446433856
51 , 2019 , 5094.796026066906
52 , 2019 , 4621.700526335262
53 , 2019 , 5114.624092958816
54 , 2019 , 4571.097342778277
55 , 2019 , 4503.583846504681
56 , 2019 , 4935.2810613486
57 , 2019 , 5482.995490933159
58 , 2019 , 4720.67308459199
59 , 2019 , 5459.703547211844
60 , 2019 , 7416.4980644532125
61 , 2019 , 27591.114926987117
62 , 2019 , 8662.731491671015
63 , 2019 , 10627.648196256403
64 , 2019 , 9746.897860105471
65 , 2019 , 11297.567053539191
66 , 2019 , 9706.11943751348
67 , 2019 , 7990.5492677942275
68 , 2019 , 7378.207017727662
69 , 2019 , 7492.376773024012
70 , 2019 , 7543.518523882408
71 , 2019 , 7002.182935962637
72 , 2019 , 7140.981129154897
73 , 2019 , 5707.9701860655205
74 , 2019 , 5767.404468457295
75 , 2019 , 9557.522047059707
76 , 2019 , 8576.09397612694
77 , 2019 , 8828.080138796513
78 , 2019 , 8290.02833983288
79 , 2019 , 8042.929487664725
80 , 2019 , 7982.516227594173
81 , 2019 , 8264.749628666752
82 , 2019 , 7545.5595754167225
83 , 2019 , 8196.738638170664
84 , 2019 , 9624.790804307024
85 , 2019 , 10729.373887271448
86 , 2019 , 9133.410873903005
87 , 2019 , 8861.753454834019
88 , 2019 , 8731.149737606964
89 , 2019 , 9401.835089738426
90 , 2019 , 7093.876119162538
91 , 2019 , 7918.244590350542
92 , 2019 , 8678.234038871406
93 , 2019 , 9173.293781784443
94 , 2019 , 8816.474009130716
95 , 2019 , 9374.725538996956
96 , 2019 , 9227.022571592517
97 , 2019 , 10231.815492630722
98 , 2019 , 8686.092511159704
99 , 2019 , 8702.427593522187
100 , 2019 , 8199.684867891463
101 , 2019 , 7993.1357206903485
102 , 2019 , 7184.469896770671
103 , 2019 , 7115.523232405394
104 , 2019 , 9598.17814503691
105 , 2019 , 9677.538395251917
106 , 2019 , 10653.777767951618
107 , 2019 , 11677.931271512532
108 , 2019 , 11551.189223230163
109 , 2019 , 12934.26193275547
110 , 2019 , 13791.205678232704
111 , 2019 , 14712.437299903717
112 , 2019 , 17918.992832712167
113 , 2019 , 16913.39895453015
114 , 2019 , 15844.518605014324
115 , 2019 , 18328.700590902703
116 , 2019 , 22439.374235478237
117 , 2019 , 23448.979233071746
118 , 2019 , 22244.79253582767
119 , 2019 , 23063.19097501952
120 , 2019 , 24685.08066912881
121 , 2019 , 25565.57566432444
122 , 2019 , 26988.1256456755
123 , 2019 , 24326.596785451635
124 , 2019 , 24894.66284755234
125 , 2019 , 23938.252111771344
126 , 2019 , 28588.44320727734
127 , 2019 , 31105.6820094796
128 , 2019 , 28792.77585223825
129 , 2019 , 28133.679829945933
130 , 2019 , 29430.49352314509
131 , 2019 , 33775.53411814495
132 , 2019 , 33588.67960663252
133 , 2019 , 33705.54750386963
134 , 2019 , 34010.688507411454
135 , 2019 , 33933.7888177079
136 , 2019 , 34516.443976423674
137 , 2019 , 34964.05406459041
138 , 2019 , 34077.60175032787
139 , 2019 , 33502.98145192642
140 , 2019 , 36876.142031164534
141 , 2019 , 36724.686865584285
142 , 2019 , 38117.99518413562
143 , 2019 , 36812.47480487343
144 , 2019 , 32609.72970965821
145 , 2019 , 34022.29649122135
146 , 2019 , 32136.680475250763
147 , 2019 , 29530.87583648148
148 , 2019 , 29353.935743173133
149 , 2019 , 30453.20779127839
150 , 2019 , 27147.7898806828
151 , 2019 , 25501.151957132533
152 , 2019 , 25487.597735146206
153 , 2019 , 23379.50075692605
154 , 2019 , 27489.451418280394
155 , 2019 , 25157.852488252327
156 , 2019 , 29800.598536482325
157 , 2019 , 29467.30697810131
158 , 2019 , 30573.135381758344
159 , 2019 , 33309.17336077287
160 , 2019 , 37897.473479745386
161 , 2019 , 42195.10502335687
162 , 2019 , 42800.03672665864
163 , 2019 , 32057.721057206974
164 , 2019 , 30510.201054071284
165 , 2019 , 35060.91310821092
166 , 2019 , 31244.872791484107
167 , 2019 , 28536.035852514902
168 , 2019 , 26304.75141143517
169 , 2019 , 30937.952595038452
170 , 2019 , 32404.400712481536
171 , 2019 , 31433.165527739835
172 , 2019 , 41886.4185260509
173 , 2019 , 21453.61611074079
174 , 2019 , 25145.96597600205
175 , 2019 , 20678.384344705984
176 , 2019 , 20254.284918086756
177 , 2019 , 19884.820184689226
178 , 2019 , 17689.73251700571
179 , 2019 , 21363.9497002318
180 , 2019 , 21200.78204240125
181 , 2019 , 26064.479218992063
182 , 2019 , 27904.306931665924
183 , 2019 , 30757.191136678906
184 , 2019 , 42388.39540605556
185 , 2019 , 39516.262438862446
186 , 2019 , 30882.077041206456
187 , 2019 , 37167.04505155383
188 , 2019 , 56236.23706752184
189 , 2019 , 53208.80970601078
190 , 2019 , 37331.84700554449
191 , 2019 , 40406.34304824357
192 , 2019 , 41084.77864919665
193 , 2019 , 48885.93627233427
194 , 2019 , 48567.81396440132
195 , 2019 , 49778.497539188415
196 , 2019 , 41699.54746800212
197 , 2019 , 37844.9930755822
198 , 2019 , 41626.501703092166
199 , 2019 , 41796.18769021858
200 , 2019 , 35017.3202552371
201 , 2019 , 37757.59909358251
202 , 2019 , 37733.06073702648
203 , 2019 , 52460.11582329439
204 , 2019 , 51633.95677096629
205 , 2019 , 54163.41955345135
206 , 2019 , 55355.88549557274
207 , 2019 , 59760.955345599534
208 , 2019 , 43530.17885987388
209 , 2019 , 41175.10655459178
210 , 2019 , 43148.280019057376
211 , 2019 , 35236.63523939249
212 , 2019 , 33517.10427456131
213 , 2019 , 33721.40094275205
214 , 2019 , 35211.096172535945
215 , 2019 , 38257.1176685897
216 , 2019 , 38325.09538037233
217 , 2019 , 41066.97829673979
218 , 2019 , 32970.2880644269
219 , 2019 , 43197.266180035585
220 , 2019 , 58379.66420062259
221 , 2019 , 65576.29180286272
222 , 2019 , 53423.56448496599
223 , 2019 , 49692.64197940597
224 , 2019 , 45342.36519585428
225 , 2019 , 42920.46289105201
226 , 2019 , 86557.98247966045
227 , 2019 , 51013.77512159765
228 , 2019 , 54771.820867541086
229 , 2019 , 61341.717272449576
230 , 2019 , 51417.28229705848
231 , 2019 , 50902.05799413855
232 , 2019 , 57453.96455096454
233 , 2019 , 41655.88553383587
234 , 2019 , 46701.15424281257
235 , 2019 , 49764.872082192305
236 , 2019 , 45837.77786830573
237 , 2019 , 46601.90879119774
238 , 2019 , 43802.73732902325
239 , 2019 , 33873.457357040395
240 , 2019 , 34053.47480165677
241 , 2019 , 37117.565325475574
242 , 2019 , 38689.230597092945
243 , 2019 , 39053.1438978619
244 , 2019 , 34491.40445964065
245 , 2019 , 30276.488137012268
246 , 2019 , 33475.861512437375
247 , 2019 , 41295.74261956989
248 , 2019 , 36318.49327487227
249 , 2019 , 37178.1519155685
250 , 2019 , 34496.1813043002
251 , 2019 , 35550.13500115091
252 , 2019 , 34539.187670000036
253 , 2019 , 33292.413072967676
254 , 2019 , 28889.698082054354
255 , 2019 , 19833.114165050654
256 , 2019 , 17390.141998157713
257 , 2019 , 19543.710621981405
258 , 2019 , 19182.158975076843
259 , 2019 , 20991.3416225893
260 , 2019 , 23222.147671240527
261 , 2019 , 27643.51535561798
262 , 2019 , 24853.942886776276
263 , 2019 , 24893.752969312263
264 , 2019 , 31687.387136476304
265 , 2019 , 28738.768857239203
266 , 2019 , 26185.013568965787
267 , 2019 , 26030.099647304138
268 , 2019 , 19635.46391750048
269 , 2019 , 11537.034758406639
270 , 2019 , 11484.837542182739
271 , 2019 , 13446.790984709129
272 , 2019 , 13000.143572968685
273 , 2019 , 11628.471886382391
274 , 2019 , 10923.338579613945
275 , 2019 , 10954.804366661861
276 , 2019 , 10849.187061115448
277 , 2019 , 11451.006593747941
278 , 2019 , 12204.155857441883
279 , 2019 , 13274.129227058944
280 , 2019 , 13681.163573145821
281 , 2019 , 13138.6810894768
282 , 2019 , 13402.858763587185
283 , 2019 , 12874.505496545724
284 , 2019 , 9821.13783736737
285 , 2019 , 8864.203446698222
286 , 2019 , 9509.54018620483
287 , 2019 , 9487.656199841
288 , 2019 , 10019.121753300658
289 , 2019 , 10934.217637387486
290 , 2019 , 11704.082556398991
291 , 2019 , 11314.24740986834
292 , 2019 , 11399.393233228235
293 , 2019 , 11991.656006541216
294 , 2019 , 11289.761474229668
295 , 2019 , 9846.943329445829
296 , 2019 , 10305.055890144993
297 , 2019 , 10597.435207225022
298 , 2019 , 10239.408649671981
299 , 2019 , 10143.286849244205
300 , 2019 , 8926.441095516326
301 , 2019 , 8023.840562995983
302 , 2019 , 8031.8782182234845
303 , 2019 , 9128.325216290907
304 , 2019 , 9955.270425210094
305 , 2019 , 9552.241127722371
306 , 2019 , 9087.703172839023
307 , 2019 , 9697.954032642408
308 , 2019 , 9493.588599871957
309 , 2019 , 8786.797953402034
310 , 2019 , 9705.537580098602
311 , 2019 , 9215.838582646202
312 , 2019 , 9004.48523501872
313 , 2019 , 7611.348318622158
314 , 2019 , 7617.85624478517
315 , 2019 , 8085.99542778651
316 , 2019 , 7454.91217539505
317 , 2019 , 7053.4543710944845
318 , 2019 , 6984.088895666232
319 , 2019 , 7314.06541828704
320 , 2019 , 7137.266697208325
321 , 2019 , 6576.2821746540985
322 , 2019 , 5777.209138464713
323 , 2019 , 6831.944267392077
324 , 2019 , 6534.064419018942
325 , 2019 , 6919.383431988436
326 , 2019 , 7092.347362546556
327 , 2019 , 7059.5509821191
328 , 2019 , 5835.956467002291
329 , 2019 , 5581.115211765078
330 , 2019 , 5529.413607651455
331 , 2019 , 5306.629016935361
332 , 2019 , 5542.413492267065
333 , 2019 , 6026.045073543079
334 , 2019 , 6115.765116683281
335 , 2019 , 5723.898703202461
336 , 2019 , 5755.187118307761
337 , 2019 , 5522.979890786939
338 , 2019 , 6170.754131771657
339 , 2019 , 6059.095344097514
340 , 2019 , 5782.19541836623
341 , 2019 , 4980.517861284103
342 , 2019 , 4831.427920463899
343 , 2019 , 4101.032774113023
344 , 2019 , 5184.342859861516
345 , 2019 , 5811.300786294648
346 , 2019 , 6039.032866358382
347 , 2019 , 6202.336755759189
348 , 2019 , 5910.049282919683
349 , 2019 , 6051.737101831714
350 , 2019 , 5890.929135983221
351 , 2019 , 6345.771980566807
352 , 2019 , 6124.126240713264
353 , 2019 , 6246.448842710997
354 , 2019 , 6604.468169670408
355 , 2019 , 6736.9403956739425
356 , 2019 , 6058.855981060251
357 , 2019 , 6261.285462444116
358 , 2019 , 5439.114326948945
359 , 2019 , 4972.40416098093
360 , 2019 , 5598.479547957601
361 , 2019 , 6312.0133841129455
362 , 2019 , 6634.862580410583
363 , 2019 , 6583.035910055649
364 , 2019 , 5882.2778262890115
365 , 2019 , 7553.630328117507
1 , 2020 , 5656.15672431819
2 , 2020 , 6384.835722710211
3 , 2020 , 5805.367730934916
4 , 2020 , 5845.948562779271
5 , 2020 , 5703.252469143387
6 , 2020 , 5128.778776411077
7 , 2020 , 5517.951297957683
8 , 2020 , 5171.44343925883
9 , 2020 , 6294.811509599755
10 , 2020 , 6054.578037219042
11 , 2020 , 5592.679766809609
12 , 2020 , 5933.584006252819
13 , 2020 , 5933.398011833037
14 , 2020 , 6725.207906485688
15 , 2020 , 6990.479572309872
16 , 2020 , 6311.651312012908
17 , 2020 , 5949.281747406753
18 , 2020 , 5003.819402422519
19 , 2020 , 6181.125471106762
20 , 2020 , 6184.240810894249
21 , 2020 , 5871.581481513823
22 , 2020 , 6710.776112167516
23 , 2020 , 6720.343516712929
24 , 2020 , 6226.761742456304
25 , 2020 , 6028.412803279758
26 , 2020 , 5841.000182080145
27 , 2020 , 6069.587011914263
28 , 2020 , 5719.18039812517
29 , 2020 , 5534.519788646829
30 , 2020 , 5014.150192460561
31 , 2020 , 4724.013267556226
32 , 2020 , 5130.325438583746
33 , 2020 , 4630.501348713124
34 , 2020 , 5120.2094974824895
35 , 2020 , 4687.536160753696
36 , 2020 , 6391.508420467872
37 , 2020 , 7734.091852329702
38 , 2020 , 6372.516305245767
39 , 2020 , 6114.436922223433
40 , 2020 , 6303.691179033628
41 , 2020 , 4597.1352823742745
42 , 2020 , 4772.073073553119
43 , 2020 , 3328.8941316571695
44 , 2020 , 3248.974739468692
45 , 2020 , 4752.730572323063
46 , 2020 , 2270.7948233391053
47 , 2020 , 1208.4745620976928
48 , 2020 , 1867.1991195243204
49 , 2020 , 2371.045798481076
50 , 2020 , 1976.5178677864374
51 , 2020 , 2292.4087127546068
52 , 2020 , 2994.3303850013576
53 , 2020 , 4083.7984046793945
54 , 2020 , 4898.943284185049
55 , 2020 , 5232.165911154668
56 , 2020 , 5758.26871650358
57 , 2020 , 4660.163664612188
58 , 2020 , 3939.409646098619
59 , 2020 , 4209.39371225321
60 , 2020 , 4685.645849941501
61 , 2020 , -7569.441273527318
62 , 2020 , 14077.595103018317
63 , 2020 , 11940.867693407636
64 , 2020 , 9000.323806256096
65 , 2020 , 12098.504513279386
66 , 2020 , 9701.684339945925
67 , 2020 , 6720.187790476712
68 , 2020 , 7740.840413090802
69 , 2020 , 6138.589553226371
70 , 2020 , 5319.460573168403
71 , 2020 , 5220.091052918537
72 , 2020 , 5720.780514889022
73 , 2020 , 4873.908884911678
74 , 2020 , 7598.135071272787
75 , 2020 , 9760.765643552235
76 , 2020 , 8047.25607012212
77 , 2020 , 6069.688073919186
78 , 2020 , 7559.387468383916
79 , 2020 , 6741.950431707312
80 , 2020 , 7992.358451898761
81 , 2020 , 8669.20444895108
82 , 2020 , 9961.542183087673
83 , 2020 , 10224.740866988683
84 , 2020 , 8957.753535694696
85 , 2020 , 10110.711863481647
86 , 2020 , 9870.979266299131
87 , 2020 , 9667.805645775406
88 , 2020 , 10280.831854503152
89 , 2020 , 11860.269834771652
90 , 2020 , 11399.624842437319
91 , 2020 , 12113.517415466427
92 , 2020 , 8869.87270632488
93 , 2020 , 9116.894173726016
94 , 2020 , 10416.851940402135
95 , 2020 , 9703.4143042325
96 , 2020 , 8821.025641719829
97 , 2020 , 8273.415666359324
98 , 2020 , 8578.656486997037
99 , 2020 , 7263.383671554933
100 , 2020 , 8182.921444370468
101 , 2020 , 7223.526352424879
102 , 2020 , 8849.819197617437
103 , 2020 , 6464.416110994913
104 , 2020 , 4713.759487975978
105 , 2020 , 4555.867908853438
106 , 2020 , 6418.435622195021
107 , 2020 , 7246.600280501987
108 , 2020 , 7292.716395367563
109 , 2020 , 7826.074056202879
110 , 2020 , 5400.3788082799165
111 , 2020 , 7050.311442826825
112 , 2020 , 7063.109525710329
113 , 2020 , 6451.204031290947
114 , 2020 , 5011.402548969018
115 , 2020 , 3150.4742338610286
116 , 2020 , 2444.314134526974
117 , 2020 , 3372.0531190977836
118 , 2020 , 4034.6303457773047
119 , 2020 , 6259.053796638776
120 , 2020 , 6439.471810252112
121 , 2020 , 9242.27233562782
122 , 2020 , 8851.638694551706
123 , 2020 , 11155.593500414237
124 , 2020 , 11919.013077874455
125 , 2020 , 12904.47520816532
126 , 2020 , 19132.43655997254
127 , 2020 , 16890.228999452043
128 , 2020 , 24068.90596182835
129 , 2020 , 26400.592740396933
130 , 2020 , 29651.331494089598
131 , 2020 , 29992.75816125398
132 , 2020 , 34313.74564942124
133 , 2020 , 35536.848729146965
134 , 2020 , 35752.24296193936
135 , 2020 , 34793.48193419219
136 , 2020 , 31657.947188488746
137 , 2020 , 35293.7103107889
138 , 2020 , 33976.145837008145
139 , 2020 , 32386.315299935308
140 , 2020 , 29661.07236311797
141 , 2020 , 24685.654676698352
142 , 2020 , 21616.627997502565
143 , 2020 , 17156.254032183377
144 , 2020 , 22811.662212257
145 , 2020 , 25796.755352831333
146 , 2020 , 28727.376067859517
147 , 2020 , 22735.80736870017
148 , 2020 , 22614.28018119871
149 , 2020 , 24040.356999783413
150 , 2020 , 24914.301369760873
151 , 2020 , 25467.672957686606
152 , 2020 , 29113.048561385924
153 , 2020 , 33961.98592352389
154 , 2020 , 29597.246547472656
155 , 2020 , 30153.767410538705
156 , 2020 , 41126.79852454218
157 , 2020 , 41449.067844124125
158 , 2020 , 42125.765660036595
159 , 2020 , 42235.574399326986
160 , 2020 , 47037.93637992654
161 , 2020 , 47012.68045204087
162 , 2020 , 54373.5094946263
163 , 2020 , 51810.64784253425
164 , 2020 , 49500.60623111403
165 , 2020 , 42237.087881956344
166 , 2020 , 37901.26436524377
167 , 2020 , 42930.752420127596
168 , 2020 , 37102.839453046596
169 , 2020 , 40823.536982174875
170 , 2020 , 35690.9653830026
171 , 2020 , 32385.290504986442
172 , 2020 , 9885.002032882338
173 , 2020 , 17629.681355074314
174 , 2020 , 21040.254843295974
175 , 2020 , 20944.403026354805
176 , 2020 , 28355.85045084198
177 , 2020 , 43608.570258160595
178 , 2020 , 42874.66817378715
179 , 2020 , 45994.31385561439
180 , 2020 , 44163.43262007457
181 , 2020 , 41674.39396504429
182 , 2020 , 35690.34149235007
183 , 2020 , 32267.936519539122
184 , 2020 , 30583.87450613833
185 , 2020 , 30244.70487700544
186 , 2020 , 36773.53299866781
187 , 2020 , 41207.202283329265
188 , 2020 , 29055.145800088023
189 , 2020 , 33608.718964424625
190 , 2020 , 30546.229139647505
191 , 2020 , 19028.766217753007
192 , 2020 , 24963.70332119079
193 , 2020 , 37539.31025620421
194 , 2020 , 37609.98860997464
195 , 2020 , 40170.71718862629
196 , 2020 , 50232.43147156194
197 , 2020 , 42222.670346646286
198 , 2020 , 38208.060675749075
199 , 2020 , 57889.0812919851
200 , 2020 , 55718.314294863405
201 , 2020 , 53364.70323963008
202 , 2020 , 51311.02602903825
203 , 2020 , 56402.909798682784
204 , 2020 , 46647.021237563175
205 , 2020 , 47355.95956317714
206 , 2020 , 47135.247932156446
207 , 2020 , 46390.72631101636
208 , 2020 , 42193.52451473993
209 , 2020 , 35701.235581502886
210 , 2020 , 47702.38569291981
211 , 2020 , 48093.03042262851
212 , 2020 , 45544.14004522577
213 , 2020 , 43512.091827897435
214 , 2020 , 51556.611950711376
215 , 2020 , 53618.75002785591
216 , 2020 , 57413.82974426979
217 , 2020 , 55225.34684364012
218 , 2020 , 56432.19624778102
219 , 2020 , 60990.73932741444
220 , 2020 , 80384.33331925464
221 , 2020 , 75474.14502716874
222 , 2020 , 68161.51370935272
223 , 2020 , 62935.054490216084
224 , 2020 , 57737.521844371055
225 , 2020 , 80959.01528242716
226 , 2020 , 59222.7038680491
227 , 2020 , 66516.8069786333
228 , 2020 , 66840.42375811751
229 , 2020 , 58204.4069135044
230 , 2020 , 48907.221633656176
231 , 2020 , 56158.816906711494
232 , 2020 , 62944.33421171208
233 , 2020 , 48503.10937925228
234 , 2020 , 49649.28739028538
235 , 2020 , 45881.79017535091
236 , 2020 , 46341.33170369478
237 , 2020 , 43535.36128560853
238 , 2020 , 43902.230180500985
239 , 2020 , 45490.87976329312
240 , 2020 , 47340.15737422799
241 , 2020 , 44527.29625422531
242 , 2020 , 35805.62310221971
243 , 2020 , 34362.23405882279
244 , 2020 , 35770.886048356595
245 , 2020 , 31555.905070696652
246 , 2020 , 29469.745091439727
247 , 2020 , 34871.19568979369
248 , 2020 , 32852.86834247856
249 , 2020 , 37317.23368031355
250 , 2020 , 34391.575049067105
251 , 2020 , 34076.6763297754
252 , 2020 , 37727.658390865356
253 , 2020 , 37184.315664680216
254 , 2020 , 53638.18333975389
255 , 2020 , 50288.12737228216
256 , 2020 , 51179.22006991044
257 , 2020 , 44850.25083760926
258 , 2020 , 41907.056771559415
259 , 2020 , 42795.822539789224
260 , 2020 , 37861.901491923454
261 , 2020 , 39428.186463447106
262 , 2020 , 42907.681950527025
263 , 2020 , 45557.737235924484
264 , 2020 , 21127.3744096691
265 , 2020 , 20220.028004864216
266 , 2020 , 20637.59369615568
267 , 2020 , 33275.74651457097
268 , 2020 , 34415.57260941822
269 , 2020 , 33553.1172235352
270 , 2020 , 27374.216754294637
271 , 2020 , 27386.485183175766
272 , 2020 , 26786.1217601077
273 , 2020 , 25389.666235770364
274 , 2020 , 22069.087747980182
275 , 2020 , 21760.217526003136
276 , 2020 , 21963.207847623977
277 , 2020 , 21191.052326310994
278 , 2020 , 19414.53908603818
279 , 2020 , 18638.93037391283
280 , 2020 , 16904.759101226522
281 , 2020 , 15758.275169242084
282 , 2020 , 15623.11606732394
283 , 2020 , 15063.436857529174
284 , 2020 , 16301.07681709197
285 , 2020 , 16113.967944486496
286 , 2020 , 12142.565202522816
287 , 2020 , 11372.321732187753
288 , 2020 , 10295.26977134281
289 , 2020 , 9479.030374174261
290 , 2020 , 9794.273480457536
291 , 2020 , 8742.280344561548
292 , 2020 , 8121.139182529878
293 , 2020 , 9183.364868985558
294 , 2020 , 9970.15681807482
295 , 2020 , 10740.43454280154
296 , 2020 , 10219.341371613546
297 , 2020 , 9539.398325661137
298 , 2020 , 8884.766299343035
299 , 2020 , 8157.940762279199
300 , 2020 , 7911.847067158706
301 , 2020 , 8250.988498694314
302 , 2020 , 7230.600421251273
303 , 2020 , 6973.821352115356
304 , 2020 , 6653.2957923540325
305 , 2020 , 6936.257111142399
306 , 2020 , 7601.800480397437
307 , 2020 , 7644.828541751345
308 , 2020 , 7357.119122145611
309 , 2020 , 6435.55036367478
310 , 2020 , 8860.9020834513
311 , 2020 , 8535.044784441507
312 , 2020 , 9218.207456832728
313 , 2020 , 8918.799929815064
314 , 2020 , 9013.499124530075
315 , 2020 , 9319.125379499708
316 , 2020 , 9075.522484609584
317 , 2020 , 8073.064491950029
318 , 2020 , 8392.713641724633
319 , 2020 , 8259.416606983183
320 , 2020 , 7897.165224839023
321 , 2020 , 7267.295193777635
322 , 2020 , 7635.97530518981
323 , 2020 , 7056.149242257194
324 , 2020 , 6500.9285579703255
325 , 2020 , 6753.335315872898
326 , 2020 , 7198.517899123725
327 , 2020 , 6960.6891700029155
328 , 2020 , 6949.208996044113
329 , 2020 , 5189.514990408057
330 , 2020 , 5323.984977489339
331 , 2020 , 5060.719574363781
332 , 2020 , 5028.4946055585115
333 , 2020 , 6174.443570808951
334 , 2020 , 7290.316607708101
335 , 2020 , 7057.454946447627
336 , 2020 , 7231.792429429648
337 , 2020 , 7171.954089311283
338 , 2020 , 7163.74830721122
339 , 2020 , 12824.692154999735
340 , 2020 , 7015.275798535032
341 , 2020 , 7098.293241572891
342 , 2020 , 6651.416784795482
343 , 2020 , 7053.596712008107
344 , 2020 , 6537.240893459715
345 , 2020 , 6550.967675468294
346 , 2020 , 6572.649448717192
347 , 2020 , 6139.39121586352
348 , 2020 , 6549.55243280635
349 , 2020 , 6660.246008657352
350 , 2020 , 5763.839531017804
351 , 2020 , 6055.17294053293
352 , 2020 , 5654.133233827108
353 , 2020 , 5302.656430145806
354 , 2020 , 5350.0191165064025
355 , 2020 , 5375.275828988778
356 , 2020 , 6026.917850751187
357 , 2020 , 6772.666458623203
358 , 2020 , 5996.594486009491
359 , 2020 , 6137.20680712471
360 , 2020 , 6139.820139316751
361 , 2020 , 6025.896101957909
362 , 2020 , 5747.542907879182
363 , 2020 , 5547.343219889365
364 , 2020 , 5660.771679535231
365 , 2020 , 5416.401679958101
366 , 2020 , 4805.963417165557
